W	8
W	36
W	59
W	9
W	0
W	14
W	90
W	49
W	71
W	11
W	87
W	2
W	58
W	29
W	57
W	81
W	6
W	16
W	4
W	33
W	26
W	22
W	66
W	35
W	97
W	69
W	89
W	17
W	42
W	7
W	38
W	19
W	64
W	44
W	92
W	43
W	3
W	96
W	50
W	67
W	28
W	91
W	76
W	53
W	62
W	95
W	84
W	32
W	12
W	27
W	68
W	93
W	41
W	47
W	82
W	86
W	52
W	1
W	99
W	25
W	37
W	39
W	77
W	5
W	30
W	83
W	18
W	65
W	88
W	48
W	51
W	80
W	31
W	46
W	63
W	15
W	78
W	34
W	98
W	75
W	55
W	21
W	73
W	72
W	10
W	79
W	13
W	20
W	54
W	23
W	70
W	61
W	94
W	85
W	45
W	40
W	60
W	74
W	56
W	24
W	8
W	36
W	59
W	9
W	0
W	14
W	90
W	49
W	71
W	11
W	87
W	2
W	58
W	29
W	57
W	81
W	6
W	16
W	4
W	33
W	26
W	22
W	66
W	35
W	97
W	69
W	89
W	17
W	42
W	7
W	38
W	19
W	64
W	44
W	92
W	43
W	3
W	96
W	50
W	67
W	28
W	91
W	76
W	53
W	62
W	95
W	84
W	32
W	12
W	27
W	68
W	93
W	41
W	47
W	82
W	86
W	52
W	1
W	99
W	25
W	37
W	39
W	77
W	5
W	30
W	83
W	18
W	65
W	88
W	48
W	51
W	80
W	31
W	46
W	63
W	15
W	78
W	34
W	98
W	75
W	55
W	21
W	73
W	72
W	10
W	79
W	13
W	20
W	54
W	23
W	70
W	61
W	94
W	85
W	45
W	40
W	60
W	74
W	56
W	24
